id,text,polite
1489,"Another idea, looks like you are using `MBProgressHUD`, I guess your code is triggered from an animation callback, from memory, I think CoreData is not multi-threading safe. Try not to do this from `MBProgressHUD` or try using `performSelectorOnMainThread` maybe?",1
4279,@jrista. can you please describe your setup?,1
3917,"@Andrew I beg to differ, the examples aren't good enough to explain what he wants. It's like saying ""I need *something*, for instance a car, so can you help?"".",0
4342,"@kaiser: Sorry, not meaning to be harsh. I just don't understand for what real world reason you would advocate just sticking to those terms?",0
83428,"Sorry, but i do not find ""double torpedo tunnels"" to be very good. Can you come up with something better?",0
624948,Misrepresenting a person's actions to portray them in a bad light is one of the more common (and transparent) forms of personal attack. Is that your defense for repeatedly violating <url>?,0
5922,"Are you absolutely sure that you want to do this in Latex? What about writing a simple script (in Python, Perl, or whatever scripting language you prefer) that reads your report and generates Latex code?",1
3038,"What exactly are you asking?  Are you asking for good examples for books to use, good things to try while learning, or just our opinion about the difficulty of examples?",0
621603,"I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?",1
6282,Which views version are you using? Are you using the views-7.x-3.x-dev with the new UI?,0
4142,I am not familiar with the desired formatting. Could you please add an image of (or provide a link to) some example of what you want to achieve?,0
5914,"Could you tell which packages you have already tried? Would something like a long table, where you type each paragraph into a cell, be useful to you?",0
344279,<url> Am I missing something?,0
1036,"Well, you look in Data::Compare and see what they do. Why don't you want to use that module?",0
157019,You've contributed a lot to Puget Sound area articles.  Would you be willing to take a look at the debate I'm having at <url> and do whatever you think is best?,1
2188,"So you mean you just can't use date functions, yes? Presumably comparison, multiplication and subtraction are okay? :-)",1
5303,"""Notify when open WiFi access point is found"" is available in stock Android. Is this not what you're talking about?",1
628742,"Thank you for telling me. Can you please revert my deletion, for I do not yet know how to do so?",1
428,You are not talking about the **old** share button right? can you provide us the *other* blogs that have this special like plugin?,0
164112,"Hi, you've done a lot of work on comparing FA country articles. Are you aware of any country that got special praise for the selection of images in the article?",1
6039,Nvidia dedicated graphics chip? Could you be more specific?,0
2303,"I don't really know the answer to this, but have you considered lowering the quality or decreasing the size of the image yourself?  Maybe take the UIImage from the camera delegate event, scale it down and then save using UIImageJPEGRepresentation with a lower quality setting?",1
6415,And this is why you're asking all the stupid questions?,0
852,Hardcore the password?  Would that make it a password to an adult site?,0
2111,@anony: Nice question! Can you share the site where you found the question?,1
2261,"Huh, language agnostic God objects. Ironic?",0
253,"wow, that's perfect.  any one have any suggested ""appliances"" that they like to use?",1
1628,Doubt it. Why do you have PHP source stored in a MySQL database?,0
545,"do they have to be executables? what about MEF and doing the apps as plugins for the ""launcher""?",1
621460,"Good! By the way, what do you think of merging the recurring animals in <url> to <url> and then getting rid of the rest?",1
406,What do you mean by prefix?  Do you mean to add a prefix to all the entity class names?,0
4766,"Also: every app has XSS that could be displayed as HTML, XML, or a future markup language. Do you seriously want to have that argument?",1
5690,"Hello, cmos; welcome on _Drupal Answers_. By embedded view do you mean a view created with Views?",1
3183,The plane of the X will always be parallel to the plane of the image I assume? So no perspective distortion of the X?,1
336941,"Thanks for your note, Tom. As a matter of interest, how could you know who someone is based on the IP address?",1
5885,"Just make a Facebook account? I thought other sites would just offer it if they can, you can't really force them can you?",1
